genome_fasta,cluster,super_cluster,rep_cluster,rep_genome,dataset,bai_gene_cluster
LeChatelierE_2013__MH0451__bin.97.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LeChatelierE_2013__MH0452__bin.62.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LeChatelierE_2013__MH0456__bin.10.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__MH0192__bin.24.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__MH0259__bin.40.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__MH0262__bin.50.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__MH0290__bin.12.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__MH0293__bin.75.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__MH0323__bin.38.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__MH0364__bin.54.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__MH0402__bin.6.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.CD49-0__bin.46.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI01__bin.47.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI02__bin.26.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI11__bin.42.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI12__bin.75.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI13__bin.18.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI15__bin.63.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI19__bin.47.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI25__bin.1.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI27__bin.50.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.FI32__bin.25.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.UC22-1__bin.57.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.UC58-4__bin.12.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2014__V1.UC60-0__bin.56.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H1F512951__bin.15.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H1F513818__bin.30.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H1M412832__bin.19.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H1M412835__bin.19.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H1M412837__bin.26.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H1M414905__bin.29.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H1M513813__bin.20.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H1M5XX814__bin.16.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2F413935__bin.13.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2F514910__bin.45.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2M411920__bin.38.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2M413924__bin.15.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2M415914__bin.27.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2M514108__bin.5.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2M514901__bin.19.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2M515921__bin.21.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H2M614832__bin.48.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M415140__bin.7.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M416124__bin.18.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M420126__bin.19.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M515137__bin.51.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M515915__bin.8.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M516118__bin.40.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M516129__bin.12.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M516804__bin.41.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M518108__bin.18.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__H3M616753__bin.32.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHF611623__bin.18.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM410714__bin.17.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM410727__bin.31.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM412703__bin.54.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM412716__bin.65.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM510737__bin.11.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM512705__bin.15.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM512834__bin.48.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM612724__bin.20.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiJ_2017__nHM612743__bin.13.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_006-22-42-0__bin.38.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_010-22-0-0__bin.14.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_010-22-14-0__bin.15.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_010-22-2-0__bin.12.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_010-22-42-0__bin.69.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_010-22-84-0__bin.40.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_012-22-42-0__bin.25.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_014-22-0-0__bin.14.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_014-22-2-0__bin.9.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_014-22-42-0__bin.1.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_014-22-84-0__bin.3.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_015-22-2-0__bin.28.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_015-22-42-0__bin.17.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_020-22-0-0__bin.26.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiSS_2016__FAT_020-22-84-0__bin.27.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3992963__bin.7.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3992973__bin.73.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3992982__bin.5.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3992987__bin.46.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3992994__bin.12.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3992997__bin.16.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993007__bin.15.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993016__bin.50.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993018__bin.59.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993019__bin.47.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993020__bin.39.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993022__bin.25.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993023__bin.14.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993029__bin.6.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993030__bin.15.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993031__bin.70.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993035__bin.42.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993037__bin.8.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993050__bin.8.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993051__bin.1.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993053__bin.57.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LiuW_2016__SRR3993062__bin.5.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LoombaR_2017__SID0008_kcu__bin.7.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LoombaR_2017__SID5401_alw__bin.18.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LoombaR_2017__SID5486_yds__bin.6.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LoombaR_2017__SID5564_meq__bin.17.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LoombaR_2017__SID5566_wwo__bin.36.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LouisS_2016__AS45_12__bin.12.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LouisS_2016__AS45_6__bin.13.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LouisS_2016__AS61_12__bin.24.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LouisS_2016__AS61_18__bin.31.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LouisS_2016__AS61_24__bin.33.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LouisS_2016__AS62_0__bin.21.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LouisS_2016__AS63_12__bin.8.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
LouisS_2016__AS63_24__bin.13.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__MH0007__bin.4.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__O2_UC1_2__bin.37.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__O2_UC18_0__bin.11.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__O2_UC18_2__bin.48.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__O2_UC30_0__bin.20.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__O2_UC44_2__bin.64.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__O2_UC50_0__bin.47.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_CD31_0__bin.29.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC12_4__bin.50.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC13_3__bin.62.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC15_3__bin.53.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC31_4__bin.55.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC32_0__bin.19.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC4_5__bin.62.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC46_0__bin.48.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC5_3__bin.104.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
NielsenHB_2014__V1_UC58_0__bin.54.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Obregon-TitoAJ_2015__NO15__bin.15.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Obregon-TitoAJ_2015__NO17__bin.17.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Obregon-TitoAJ_2015__NO23__bin.17.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-014__bin.28.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-035__bin.27.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-053__bin.20.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-054__bin.26.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-068__bin.16.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-070__bin.41.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-073__bin.34.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-078__bin.9.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-093__bin.19.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-097__bin.6.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-099__bin.39.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__CON-100__bin.19.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__DLM001__bin.17.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__DLM023__bin.16.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__T2D-021__bin.21.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__T2D-033__bin.8.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__T2D-035__bin.38.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__T2D-068__bin.32.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinJ_2012__T2D-103__bin.14.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinN_2014__HD-15__bin.25.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinN_2014__HD-5__bin.3.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinN_2014__HD-9__bin.16.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinN_2014__HV-13__bin.2.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinN_2014__HV-26__bin.7.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinN_2014__HV-6__bin.30.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinN_2014__LD-22__bin.44.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
QinN_2014__LD-35__bin.8.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P10E0__bin.5.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P13E0__bin.23.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P17E0__bin.25.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P17E90__bin.69.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P18E90__bin.30.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P1E0__bin.53.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P1E7__bin.71.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P1E90__bin.23.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P21E0__bin.3.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P21E90__bin.44.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P4E0__bin.10.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
RaymondF_2016__P6C0__bin.25.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88736__bin.4.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88741__bin.17.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88843__bin.14.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88879__bin.7.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88889__bin.4.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88891__bin.10.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88893__bin.19.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88915__bin.25.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88923__bin.12.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88932__bin.10.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88935__bin.14.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88939__bin.23.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88953__bin.1.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88954__bin.13.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88965__bin.12.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88980__bin.7.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SchirmerM_2016__G88986__bin.3.fa,Pasolli_15265,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
